"newTrait","genotype","time","Sowing_Block","Image_pos","colNum","rowNum","colId","rowId","plotId","timePoint"
0.645022993555254,"1692",1,"2","3a",10,18,"10","18","c10r18",2018-05-31 16:37:00
0.610259905850251,"712",1,"2","3b",11,18,"11","18","c11r18",2018-05-31 16:37:00
0.686235721805009,"2442",1,"2","3c",12,18,"12","18","c12r18",2018-05-31 16:37:00
0.640549554561111,"340",1,"5","3a",13,18,"13","18","c13r18",2018-05-31 16:37:00
0.683703254948272,"1467",1,"5","3c",15,18,"15","18","c15r18",2018-05-31 16:37:00
0.633868287387617,"1395",1,"5","3a",16,18,"16","18","c16r18",2018-05-31 16:37:00
0.655897241728249,"1304",1,"5","3b",17,18,"17","18","c17r18",2018-05-31 16:37:00
0.626271269518796,"1228",1,"5","3c",18,18,"18","18","c18r18",2018-05-31 16:37:00
0.670156576191228,"2088",1,"5","3a",19,18,"19","18","c19r18",2018-05-31 16:37:00
0.648992335315775,"col",1,"2","3b",2,18,"2","18","c2r18",2018-05-31 16:37:00
0.632171862580438,"2396",1,"5","3b",20,18,"20","18","c20r18",2018-05-31 16:37:00
0.641419455074771,"2031",1,"5","3c",21,18,"21","18","c21r18",2018-05-31 16:37:00
0.699687329782473,"1217",1,"5","3a",22,18,"22","18","c22r18",2018-05-31 16:37:00
0.614466010551537,"2066",1,"5","3b",23,18,"23","18","c23r18",2018-05-31 16:37:00
0.647710396858374,"1999",1,"5","3c",24,18,"24","18","c24r18",2018-05-31 16:37:00
0.64932485262146,"40710",1,"2","3c",3,18,"3","18","c3r18",2018-05-31 16:37:00
0.604228005102091,"1290",1,"2","3a",4,18,"4","18","c4r18",2018-05-31 16:37:00
0.696283062348809,"2458",1,"2","3b",5,18,"5","18","c5r18",2018-05-31 16:37:00
0.578702019205695,"evo1",1,"2","3c",6,18,"6","18","c6r18",2018-05-31 16:37:00
0.673758256758999,"1459",1,"2","3b",8,18,"8","18","c8r18",2018-05-31 16:37:00
0.564168562449978,"2382",1,"2","3c",9,18,"9","18","c9r18",2018-05-31 16:37:00
